corpus_id,corpus_file_name,row,task_id,task_dir,answer,assessment_stage,audio_file,block_index,chance_level,d,difficulty,image,item,item_id,item_uid,orig_item_num,prompt,randomize,required_selections,response_alternatives,source,task,time_limit,trial_num,trial_type
vocab-de-DE-v1,vocab-item-bank-de-DE,114,vocab,levante-vocabulary-dev,dripping,test_response,vocab-item-111,1,0.25,-2.0478,-1.8257,,tropfen ,dripping,vocab_word_dripping,,,,,"pouring,flowing,waterfall",manual,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,115,vocab,levante-vocabulary-dev,knight,test_response,vocab-item-112,1,0.25,,-4.5575,,der ritter,knight,vocab_word_knight,,,,,"malepirate,king,astronaut",manual,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,116,vocab,levante-vocabulary-dev,delivering,test_response,vocab-item-113,1,0.25,-2.0659,-2.7314,,liefern,delivering,vocab_word_delivering,,,,,"opening,building,connecting",manual,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,117,vocab,levante-vocabulary-dev,dentist,test_response,vocab-item-114,1,0.25,-2.8296,-3.1279,,der zahnarzt,dentist,vocab_word_dentist,,,,,"maledoctor,pharmacist,scientist",manual,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,119,vocab,levante-vocabulary-dev,uniform,test_response,vocab-item-116,1,0.25,-0.7776,0.2864,,die uniform,uniform,vocab_word_uniform,,,,,"costume,suit,dress",manual,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,120,vocab,levante-vocabulary-dev,furry,test_response,vocab-item-117,1,0.25,-2.5384,-1.6541,,pelzig,furry,vocab_word_furry,,,,,"hairy,fluffy,silky",manual,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,121,vocab,levante-vocabulary-dev,cormorant,test_response,vocab-item-118,1,0.25,0.2287,-0.6201,,der kormoran,cormorant,vocab_word_cormorant,,,,,"eel,narwhal,turtle",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,122,vocab,levante-vocabulary-dev,fetch,test_response,vocab-item-119,1,0.25,-1.9109,-1.0149,,bringen,fetch,vocab_word_fetch,,,,,"jump,fight,sit",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,123,vocab,levante-vocabulary-dev,arcade,test_response,vocab-item-120,1,0.25,1.1624,0.1511,,die arkade,arcade,vocab_word_arcade,,,,,"bellows,highvoltage,pier",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,124,vocab,levante-vocabulary-dev,artifact,test_response,vocab-item-121,1,0.25,-0.6754,-0.3607,,das artefakt,artifact,vocab_word_artifact,,,,,"honeycomb,crystal,herringbone",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,125,vocab,levante-vocabulary-dev,aversion,test_response,vocab-item-122,1,0.25,2.1663,-1.5291,,abneigung,aversion,vocab_word_aversion,,,,,"dull,neutral,delighted",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,126,vocab,levante-vocabulary-dev,beret,test_response,vocab-item-123,1,0.25,-0.5061,0.2919,,die baskenmütze,beret,vocab_word_beret,,,,,"hat,chefshat,safarihat",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,127,vocab,levante-vocabulary-dev,applaud,test_response,vocab-item-124,1,0.25,,-3.3748,,applaudieren,applaud,vocab_word_applaud,,,,,"yawn,stare,nurse",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,128,vocab,levante-vocabulary-dev,timid,test_response,vocab-item-125,1,0.25,2.1653,-1.5535,,schüchtern,timid,vocab_word_timid,,,,,"interested,excited,pensive",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,129,vocab,levante-vocabulary-dev,camp,test_response,vocab-item-126,1,0.25,-3.6868,-0.7415,,das lager,camp,vocab_word_camp,,,,,"march,paint,steal",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,130,vocab,levante-vocabulary-dev,tumble,test_response,vocab-item-127,1,0.25,-1.2288,-2.0875,,überschlagen,tumble,vocab_word_tumble,,,,,"applaud,chisel,scythes",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,131,vocab,levante-vocabulary-dev,concentric,test_response,vocab-item-128,1,0.25,0.2894,-0.0212,,konzentrisch,concentric,vocab_word_concentric,,,,,"oneabovetheother,smallinside,oneachother",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,133,vocab,levante-vocabulary-dev,couturier,test_response,vocab-item-130,1,0.25,2.2127,-3.2035,,der Schneider,couturier,vocab_word_couturier,,,,,"malemarketseller,matador,malestreetartist",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,134,vocab,levante-vocabulary-dev,degression,test_response,vocab-item-131,1,0.25,1.261,4.7999,,degression,degression,vocab_word_degression,,,,,"fluctuation,progression,stagnation",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,135,vocab,levante-vocabulary-dev,divan,test_response,vocab-item-132,1,0.25,,,,die Ottomane,divan,vocab_word_divan,,,,,"butterdish,handrail,lintroller",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,136,vocab,levante-vocabulary-dev,wetland,test_response,vocab-item-133,1,0.25,-1.2814,-1.0218,,das feuchtgebiet,wetland,vocab_word_wetland,,,,,"field,dune,meadow",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,137,vocab,levante-vocabulary-dev,baywindow,test_response,vocab-item-134,1,0.25,0.7852,-0.0682,,das erkerfenster,baywindow,vocab_word_baywindow,,,,,"threshhold,drapery,capital",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,138,vocab,levante-vocabulary-dev,aesthete,test_response,vocab-item-135,1,0.25,,0.5473,,die ästhetik,aesthete,vocab_word_aesthete,,,,,"bloodpressuremeasurement,philatelist,femaleresearcher",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,139,vocab,levante-vocabulary-dev,ecstatic,test_response,vocab-item-136,1,0.25,0.514,5.6431,,ekstatisch,ecstatic,vocab_word_ecstatic,,,,,"sleep,sad,tired",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,140,vocab,levante-vocabulary-dev,rickety,test_response,vocab-item-137,1,0.25,-1.7795,-1.7197,,heruntergekommen,rickety,vocab_word_rickety,,,,,"dusk,vacationhome,skyscraper",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,141,vocab,levante-vocabulary-dev,gourmet,test_response,vocab-item-138,1,0.25,-1.9157,-2.6761,,Gourmet,gourmet,vocab_word_gourmet,,,,,"archaeological,astronomical,surgical",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,142,vocab,levante-vocabulary-dev,gesticulate,test_response,vocab-item-139,1,0.25,3.6938,0.2283,,gestikulieren,gesticulate,vocab_word_gesticulate,,,,,"listen,pose,hide",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,143,vocab,levante-vocabulary-dev,facade,test_response,vocab-item-140,1,0.25,4.4412,-0.0571,,die fassade,facade,vocab_word_facade,,,,,"glacier,interior,fog",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,144,vocab,levante-vocabulary-dev,slope,test_response,vocab-item-141,1,0.25,-0.05,1.0498,,die Neigung,slope,vocab_word_slope,,,,,"gap,sky,flat",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,145,vocab,levante-vocabulary-dev,habit,test_response,vocab-item-142,1,0.25,2.1081,1.0979,,die Ordenstracht,habit,vocab_word_habit,,,,,"divinghelmet,chasuble,mail",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,146,vocab,levante-vocabulary-dev,intersection,test_response,vocab-item-143,1,0.25,-0.4879,-2.8561,,die kreuzung,intersection,vocab_word_intersection,,,,,"monastery,avenue,level",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,147,vocab,levante-vocabulary-dev,irrigation,test_response,vocab-item-144,1,0.25,1.6923,-1.2958,,die Berieselung,irrigation,vocab_word_irrigation,,,,,"hydroterm,dump,repot",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,148,vocab,levante-vocabulary-dev,kazoo,test_response,vocab-item-145,1,0.25,-0.6981,1.9086,,das kazoo,kazoo,vocab_word_kazoo,,,,,"cabasa,mandolin,rainstick",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,149,vocab,levante-vocabulary-dev,chat,test_response,vocab-item-146,1,0.25,-3.196,-3.9956,,plaudern ,chat,vocab_word_chat,,,,,"mountaineering,horseriding,referee",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,150,vocab,levante-vocabulary-dev,colony,test_response,vocab-item-147,1,0.25,,0.5964,,die kolonie,colony,vocab_word_colony,,,,,"herd,pack,school",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,151,vocab,levante-vocabulary-dev,preserve,test_response,vocab-item-148,1,0.25,-0.6314,-2.6774,,einmachen,preserve,vocab_word_preserve,,,,,"grilling,heels,peel",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,152,vocab,levante-vocabulary-dev,awning,test_response,vocab-item-149,1,0.25,-1.3186,-3.983,,die Markise,awning,vocab_word_awning,,,,,"lighter,pouch,folder",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,153,vocab,levante-vocabulary-dev,mammalogy,test_response,vocab-item-150,1,0.25,2.5801,-1.138,,säugetierkunde,mammalogy,vocab_word_mammalogy,,,,,"entomology,herpetology,ichthyology",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,154,vocab,levante-vocabulary-dev,metronome,test_response,vocab-item-151,1,0.25,1.0115,0.9213,,das metronom,metronome,vocab_word_metronome,,,,,"electricitymeter,protractor,voltmeter",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,155,vocab,levante-vocabulary-dev,paleontologist,test_response,vocab-item-152,1,0.25,-0.6156,0.0848,,paläontologe,paleontologist,vocab_word_paleontologist,,,,,"labtechnician,surveyor,roadworker",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,156,vocab,levante-vocabulary-dev,percussion,test_response,vocab-item-153,1,0.25,1.9276,1.2822,,die perkussion,percussion,vocab_word_percussion,,,,,"accordion,cello,musicstand",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,157,vocab,levante-vocabulary-dev,posterior,test_response,vocab-item-154,1,0.25,1.2671,-1.8016,,hinten,posterior,vocab_word_posterior,,,,,"frontal,inferior,lateral",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,158,vocab,levante-vocabulary-dev,precarious,test_response,vocab-item-155,1,0.25,0.9546,3.7206,,bedenklich,precarious,vocab_word_precarious,,,,,"cheerful,taiqi,readaloud",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,159,vocab,levante-vocabulary-dev,arbor,test_response,vocab-item-156,1,0.25,1.4844,-1.3381,,der Pavillon,arbor,vocab_word_arbor,,,,,"castle,barn,tipi",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,160,vocab,levante-vocabulary-dev,resuscitation,test_response,vocab-item-157,1,0.25,0.766,-2.6043,,die Reanimation,resuscitation,vocab_word_resuscitation,,,,,"breathing,pipetting,measurevolts",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,161,vocab,levante-vocabulary-dev,rosette,test_response,vocab-item-158,1,0.25,0.3278,1.4345,,die rosette,rosette,vocab_word_rosette,,,,,"brooch,manholecover,roseball",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,162,vocab,levante-vocabulary-dev,saffron,test_response,vocab-item-159,1,0.25,1.8776,-0.1117,,der safran,saffron,vocab_word_saffron,,,,,"cinnamon,clove,staranise",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,163,vocab,levante-vocabulary-dev,mischievous,test_response,vocab-item-160,1,0.25,0.2874,1.1121,,schelmisch,mischievous,vocab_word_mischievous,,,,,"irritated,headaches,suprised",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,164,vocab,levante-vocabulary-dev,skimmer,test_response,vocab-item-161,1,0.25,4.5504,0.8139,,der abschäumer,skimmer,vocab_word_skimmer,,,,,"pastaspoon,spatula,strainer",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,165,vocab,levante-vocabulary-dev,sedentary,test_response,vocab-item-162,1,0.25,1.3989,-2.9498,,kontemplativ,sedentary,vocab_word_sedentary,,,,,"proposal,effort,tripod",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,166,vocab,levante-vocabulary-dev,suede,test_response,vocab-item-163,1,0.25,,-2.2933,,der Velours,suede,vocab_word_suede,,,,,"jeans,cotton,silk",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,167,vocab,levante-vocabulary-dev,turnstile,test_response,vocab-item-164,1,0.25,,-0.2493,,das Drehkreuz,turnstile,vocab_word_turnstile,,,,,"wiper,scalpel,weathervane",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,168,vocab,levante-vocabulary-dev,triad,test_response,vocab-item-165,1,0.25,2.1904,1.2383,,die triade,triad,vocab_word_triad,,,,,"duo,myriad,quartet",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,169,vocab,levante-vocabulary-dev,dredging,test_response,vocab-item-166,1,0.25,1.8884,6.2123,,ausbaggern,dredging,vocab_word_dredging,,,,,"mow,deforestation,saltextraction",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,170,vocab,levante-vocabulary-dev,urban,test_response,vocab-item-167,1,0.25,2.9118,-3.118,,urban,urban,vocab_word_urban,,,,,"village,maritime,rural",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,171,vocab,levante-vocabulary-dev,steam,test_response,vocab-item-168,1,0.25,-1.4323,-2.4658,,der dampf,steam,vocab_word_steam,,,,,"pottery,rust,blacksmith",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,172,vocab,levante-vocabulary-dev,vertebra,test_response,vocab-item-169,1,0.25,1.1865,0.302,,der wirbel,vertebra,vocab_word_vertebra,,,,,"leg,hip,skull",dutch,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,173,vocab,levante-vocabulary-dev,bandage,test_response,vocab-item-170,1,0.25,-3.1142,-2.5767,,der verband,bandage,vocab_word_bandage,,,,,"stretcher,bagbinder,mop",dutch,vocab,,,test
