corpus_item_id,sheet_row,corpus_id,item_id,task,answer,assessment_stage,block_index,chance_level,image,item,item_uid,prompt,randomize,required_selections,response_alternatives,time_limit,trial_num,trial_type,audio_file,row,downex,difficulty,discrimination,block_threshold,story_group
vocab-es-CO-v1 uniform,vocab-es-CO-v1_119,vocab-es-CO-v1,uniform,vocab,uniform,test_response,1,0.25,,uniform,vocab_word_uniform,,,,"costume,suit,dress",,,test,vocab-item-116,119,,-1.9633,1,,
vocab-es-CO-v1 furry,vocab-es-CO-v1_120,vocab-es-CO-v1,furry,vocab,furry,test_response,1,0.25,,furry,vocab_word_furry,,,,"hairy,fluffy,silky",,,test,vocab-item-117,120,,-1.0191,1,,
vocab-es-CO-v1 cormorant,vocab-es-CO-v1_121,vocab-es-CO-v1,cormorant,vocab,cormorant,test_response,1,0.25,,cormorant,vocab_word_cormorant,,,,"eel,narwhal,turtle",,,test,vocab-item-118,121,,2.2959,1,,
vocab-es-CO-v1 fetch,vocab-es-CO-v1_122,vocab-es-CO-v1,fetch,vocab,fetch,test_response,1,0.25,,fetch,vocab_word_fetch,,,,"jump,fight,sit",,,test,vocab-item-119,122,,-0.8614,1,,
vocab-es-CO-v1 arcade,vocab-es-CO-v1_123,vocab-es-CO-v1,arcade,vocab,arcade,test_response,1,0.25,,arcade,vocab_word_arcade,,,,"bellows,highvoltage,pier",,,test,vocab-item-120,123,,3.6079,1,,
vocab-es-CO-v1 artifact,vocab-es-CO-v1_124,vocab-es-CO-v1,artifact,vocab,artifact,test_response,1,0.25,,artifact,vocab_word_artifact,,,,"honeycomb,crystal,herringbone",,,test,vocab-item-121,124,,-0.2034,1,,
vocab-es-CO-v1 aversion,vocab-es-CO-v1_125,vocab-es-CO-v1,aversion,vocab,aversion,test_response,1,0.25,,aversion,vocab_word_aversion,,,,"dull,neutral,delighted",,,test,vocab-item-122,125,,4.7605,1,,
vocab-es-CO-v1 beret,vocab-es-CO-v1_126,vocab-es-CO-v1,beret,vocab,beret,test_response,1,0.25,,beret,vocab_word_beret,,,,"hat,chefshat,safarihat",,,test,vocab-item-123,126,,1.1982,1,,
vocab-es-CO-v1 applaud,vocab-es-CO-v1_127,vocab-es-CO-v1,applaud,vocab,applaud,test_response,1,0.25,,applaud,vocab_word_applaud,,,,"yawn,stare,nurse",,,test,vocab-item-124,127,,-2.0822,1,,
vocab-es-CO-v1 timid,vocab-es-CO-v1_128,vocab-es-CO-v1,timid,vocab,timid,test_response,1,0.25,,timid,vocab_word_timid,,,,"interested,excited,pensive",,,test,vocab-item-125,128,,-0.6133,1,,
vocab-es-CO-v1 camp,vocab-es-CO-v1_129,vocab-es-CO-v1,camp,vocab,camp,test_response,1,0.25,,camp,vocab_word_camp,,,,"march,paint,steal",,,test,vocab-item-126,129,,-2.8339,1,,
vocab-es-CO-v1 tumble,vocab-es-CO-v1_130,vocab-es-CO-v1,tumble,vocab,tumble,test_response,1,0.25,,tumble,vocab_word_tumble,,,,"applaud,chisel,scythes",,,test,vocab-item-127,130,,-2.2772,1,,
vocab-es-CO-v1 concentric,vocab-es-CO-v1_131,vocab-es-CO-v1,concentric,vocab,concentric,test_response,1,0.25,,concentric,vocab_word_concentric,,,,"oneabovetheother,smallinside,oneachother",,,test,vocab-item-128,131,,-0.0945,1,,
vocab-es-CO-v1 confectionery,vocab-es-CO-v1_132,vocab-es-CO-v1,confectionery,vocab,confectionery,test_response,1,0.25,,confectionery,vocab_word_confectionery,,,,"confectionerymaterial,tools,food",,,test,vocab-item-129,132,,1.9684,1,,
vocab-es-CO-v1 couturier,vocab-es-CO-v1_133,vocab-es-CO-v1,couturier,vocab,couturier,test_response,1,0.25,,couturier,vocab_word_couturier,,,,"malemarketseller,matador,malestreetartist",,,test,vocab-item-130,133,,-1.1151,1,,
vocab-es-CO-v1 degression,vocab-es-CO-v1_134,vocab-es-CO-v1,degression,vocab,degression,test_response,1,0.25,,degression,vocab_word_degression,,,,"fluctuation,progression,stagnation",,,test,vocab-item-131,134,,1.1978,1,,
vocab-es-CO-v1 divan,vocab-es-CO-v1_135,vocab-es-CO-v1,divan,vocab,divan,test_response,1,0.25,,divan,vocab_word_divan,,,,"butterdish,handrail,lintroller",,,test,vocab-item-132,135,,,,,
vocab-es-CO-v1 wetland,vocab-es-CO-v1_136,vocab-es-CO-v1,wetland,vocab,wetland,test_response,1,0.25,,wetland,vocab_word_wetland,,,,"field,dune,meadow",,,test,vocab-item-133,136,,0.8504,1,,
vocab-es-CO-v1 baywindow,vocab-es-CO-v1_137,vocab-es-CO-v1,baywindow,vocab,baywindow,test_response,1,0.25,,baywindow,vocab_word_baywindow,,,,"threshhold,drapery,capital",,,test,vocab-item-134,137,,1.0387,1,,
vocab-es-CO-v1 aesthete,vocab-es-CO-v1_138,vocab-es-CO-v1,aesthete,vocab,aesthete,test_response,1,0.25,,aesthete,vocab_word_aesthete,,,,"bloodpressuremeasurement,philatelist,femaleresearcher",,,test,vocab-item-135,138,,5.0248,1,,
vocab-es-CO-v1 ecstatic,vocab-es-CO-v1_139,vocab-es-CO-v1,ecstatic,vocab,ecstatic,test_response,1,0.25,,ecstatic,vocab_word_ecstatic,,,,"sleep,sad,tired",,,test,vocab-item-136,139,,5.7902,1,,
vocab-es-CO-v1 rickety,vocab-es-CO-v1_140,vocab-es-CO-v1,rickety,vocab,rickety,test_response,1,0.25,,rickety,vocab_word_rickety,,,,"dusk,vacationhome,skyscraper",,,test,vocab-item-137,140,,0.4833,1,,
vocab-es-CO-v1 gourmet,vocab-es-CO-v1_141,vocab-es-CO-v1,gourmet,vocab,gourmet,test_response,1,0.25,,gourmet,vocab_word_gourmet,,,,"archaeological,astronomical,surgical",,,test,vocab-item-138,141,,0.3264,1,,
vocab-es-CO-v1 gesticulate,vocab-es-CO-v1_142,vocab-es-CO-v1,gesticulate,vocab,gesticulate,test_response,1,0.25,,gesticulate,vocab_word_gesticulate,,,,"listen,pose,hide",,,test,vocab-item-139,142,,2.5393,1,,
vocab-es-CO-v1 facade,vocab-es-CO-v1_143,vocab-es-CO-v1,facade,vocab,facade,test_response,1,0.25,,facade,vocab_word_facade,,,,"glacier,interior,fog",,,test,vocab-item-140,143,,2.0483,1,,
vocab-es-CO-v1 slope,vocab-es-CO-v1_144,vocab-es-CO-v1,slope,vocab,slope,test_response,1,0.25,,slope,vocab_word_slope,,,,"gap,sky,flat",,,test,vocab-item-141,144,,1.7581,1,,
vocab-es-CO-v1 habit,vocab-es-CO-v1_145,vocab-es-CO-v1,habit,vocab,habit,test_response,1,0.25,,habit,vocab_word_habit,,,,"divinghelmet,chasuble,mail",,,test,vocab-item-142,145,,2.6924,1,,
vocab-es-CO-v1 intersection,vocab-es-CO-v1_146,vocab-es-CO-v1,intersection,vocab,intersection,test_response,1,0.25,,intersection,vocab_word_intersection,,,,"monastery,avenue,level",,,test,vocab-item-143,146,,4.1668,1,,
vocab-es-CO-v1 irrigation,vocab-es-CO-v1_147,vocab-es-CO-v1,irrigation,vocab,irrigation,test_response,1,0.25,,irrigation,vocab_word_irrigation,,,,"hydroterm,dump,repot",,,test,vocab-item-144,147,,2.0490,1,,
vocab-es-CO-v1 kazoo,vocab-es-CO-v1_148,vocab-es-CO-v1,kazoo,vocab,kazoo,test_response,1,0.25,,kazoo,vocab_word_kazoo,,,,"cabasa,mandolin,rainstick",,,test,vocab-item-145,148,,3.5730,1,,
vocab-es-CO-v1 chat,vocab-es-CO-v1_149,vocab-es-CO-v1,chat,vocab,chat,test_response,1,0.25,,chat,vocab_word_chat,,,,"mountaineering,horseriding,referee",,,test,vocab-item-146,149,,-1.4760,1,,
vocab-es-CO-v1 colony,vocab-es-CO-v1_150,vocab-es-CO-v1,colony,vocab,colony,test_response,1,0.25,,colony,vocab_word_colony,,,,"herd,pack,school",,,test,vocab-item-147,150,,3.8260,1,,
vocab-es-CO-v1 preserve,vocab-es-CO-v1_151,vocab-es-CO-v1,preserve,vocab,preserve,test_response,1,0.25,,preserve,vocab_word_preserve,,,,"grilling,heels,peel",,,test,vocab-item-148,151,,0.5984,1,,
vocab-es-CO-v1 awning,vocab-es-CO-v1_152,vocab-es-CO-v1,awning,vocab,awning,test_response,1,0.25,,awning,vocab_word_awning,,,,"lighter,pouch,folder",,,test,vocab-item-149,152,,0.4794,1,,
vocab-es-CO-v1 mammalogy,vocab-es-CO-v1_153,vocab-es-CO-v1,mammalogy,vocab,mammalogy,test_response,1,0.25,,mammalogy,vocab_word_mammalogy,,,,"entomology,herpetology,ichthyology",,,test,vocab-item-150,153,,3.0859,1,,
vocab-es-CO-v1 metronome,vocab-es-CO-v1_154,vocab-es-CO-v1,metronome,vocab,metronome,test_response,1,0.25,,metronome,vocab_word_metronome,,,,"electricitymeter,protractor,voltmeter",,,test,vocab-item-151,154,,2.8482,1,,
vocab-es-CO-v1 paleontologist,vocab-es-CO-v1_155,vocab-es-CO-v1,paleontologist,vocab,paleontologist,test_response,1,0.25,,paleontologist,vocab_word_paleontologist,,,,"labtechnician,surveyor,roadworker",,,test,vocab-item-152,155,,0.9754,1,,
vocab-es-CO-v1 percussion,vocab-es-CO-v1_156,vocab-es-CO-v1,percussion,vocab,percussion,test_response,1,0.25,,percussion,vocab_word_percussion,,,,"accordion,cello,musicstand",,,test,vocab-item-153,156,,2.6555,1,,
vocab-es-CO-v1 posterior,vocab-es-CO-v1_157,vocab-es-CO-v1,posterior,vocab,posterior,test_response,1,0.25,,posterior,vocab_word_posterior,,,,"frontal,inferior,lateral",,,test,vocab-item-154,157,,4.7422,1,,
vocab-es-CO-v1 arbor,vocab-es-CO-v1_159,vocab-es-CO-v1,arbor,vocab,arbor,test_response,1,0.25,,arbor,vocab_word_arbor,,,,"castle,barn,tipi",,,test,vocab-item-156,159,,2.3611,1,,
vocab-es-CO-v1 resuscitation,vocab-es-CO-v1_160,vocab-es-CO-v1,resuscitation,vocab,resuscitation,test_response,1,0.25,,resuscitation,vocab_word_resuscitation,,,,"breathing,pipetting,measurevolts",,,test,vocab-item-157,160,,-1.3354,1,,
vocab-es-CO-v1 rosette,vocab-es-CO-v1_161,vocab-es-CO-v1,rosette,vocab,rosette,test_response,1,0.25,,rosette,vocab_word_rosette,,,,"brooch,manholecover,roseball",,,test,vocab-item-158,161,,1.4726,1,,
vocab-es-CO-v1 saffron,vocab-es-CO-v1_162,vocab-es-CO-v1,saffron,vocab,saffron,test_response,1,0.25,,saffron,vocab_word_saffron,,,,"cinnamon,clove,staranise",,,test,vocab-item-159,162,,2.7734,1,,
vocab-es-CO-v1 mischievous,vocab-es-CO-v1_163,vocab-es-CO-v1,mischievous,vocab,mischievous,test_response,1,0.25,,mischievous,vocab_word_mischievous,,,,"irritated,headaches,suprised",,,test,vocab-item-160,163,,-1.4513,1,,
vocab-es-CO-v1 skimmer,vocab-es-CO-v1_164,vocab-es-CO-v1,skimmer,vocab,skimmer,test_response,1,0.25,,skimmer,vocab_word_skimmer,,,,"pastaspoon,spatula,strainer",,,test,vocab-item-171,164,,4.2321,1,,
vocab-es-CO-v1 sedentary,vocab-es-CO-v1_165,vocab-es-CO-v1,sedentary,vocab,sedentary,test_response,1,0.25,,sedentary,vocab_word_sedentary,,,,"proposal,effort,tripod",,,test,vocab-item-162,165,,-1.0021,1,,
vocab-es-CO-v1 suede,vocab-es-CO-v1_166,vocab-es-CO-v1,suede,vocab,suede,test_response,1,0.25,,suede,vocab_word_suede,,,,"jeans,cotton,silk",,,test,vocab-item-163,166,,,,,
vocab-es-CO-v1 turnstile,vocab-es-CO-v1_167,vocab-es-CO-v1,turnstile,vocab,turnstile,test_response,1,0.25,,turnstile,vocab_word_turnstile,,,,"wiper,scalpel,weathervane",,,test,vocab-item-164,167,,5.0000,,,
vocab-es-CO-v1 triad,vocab-es-CO-v1_168,vocab-es-CO-v1,triad,vocab,triad,test_response,1,0.25,,triad,vocab_word_triad,,,,"duo,myriad,quartet",,,test,vocab-item-165,168,,2.4078,1,,
vocab-es-CO-v1 dredging,vocab-es-CO-v1_169,vocab-es-CO-v1,dredging,vocab,dredging,test_response,1,0.25,,dredging,vocab_word_dredging,,,,"mow,deforestation,saltextraction",,,test,vocab-item-166,169,,3.3536,1,,
vocab-es-CO-v1 urban,vocab-es-CO-v1_170,vocab-es-CO-v1,urban,vocab,urban,test_response,1,0.25,,urban,vocab_word_urban,,,,"village,maritime,rural",,,test,vocab-item-167,170,,1.6863,1,,
vocab-es-CO-v1 steam,vocab-es-CO-v1_171,vocab-es-CO-v1,steam,vocab,steam,test_response,1,0.25,,steam,vocab_word_steam,,,,"pottery,rust,blacksmith",,,test,vocab-item-168,171,,-0.7877,1,,
vocab-es-CO-v1 vertebra,vocab-es-CO-v1_172,vocab-es-CO-v1,vertebra,vocab,vertebra,test_response,1,0.25,,vertebra,vocab_word_vertebra,,,,"leg,hip,skull",,,test,vocab-item-169,172,,2.3535,1,,
vocab-es-CO-v1 bandage,vocab-es-CO-v1_173,vocab-es-CO-v1,bandage,vocab,bandage,test_response,1,0.25,,bandage,vocab_word_bandage,,,,"stretcher,bagbinder,mop",,,test,vocab-item-170,173,,-0.0147,1,,
