corpus_item_id,sheet_row,corpus_link,corpus_id,corpus_file_name,task_link,task_id,task_dir,item_id,task,answer,assessment_stage,audio_file (old),audio_file link,block_index,chance_level,d,difficulty_old,image,item,item_link,item_uid,orig_item_num,prompt,randomize,required_selections,response_alternatives,source,time_limit,trial_num,trial_type,audio_file,row,item_uid sheet,a,g,u,trial_attributes,notes,form_construct,num_cards,num_dimensions,Last Modified,item_uid_check,item_key,group,entry,item_uid_temp,task_id_temp,corpus_id_temp,item_task (from item_link),tom_scenario,task_item_link,corpus_short_name,downex,registry_parameters (from item_link),corpus_registry_version,inferred_parameters,difficulty_inferred,difficulty,discrimination,block_threshold,last_modified,corpus_language,registry_parameter_helper,registry_parameter,discrimination_registry,difficulty_registry,item_uid_language,corpus_active,story_group
vocab-es-CO-v1 fruitcake,vocab-es-CO-v1_32,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,fruitcake,vocab,fruitcake,test_response,vocab-item-029,vocab-item-029,1,0.25,-2.74690000,,,fruitcake,vocab_word_fruitcake,vocab_word_fruitcake,,,,,"dough,fudge,anvil",clip,,,test,vocab-item-029,32,vocab__fruitcake,,,,,,,,,3/31/2026 7:50am,0,"test fruitcake fruitcake dough,fudge,anvil",word,fruitcake,,,,vocab,,fruitcake,vocab-es-CO-v1,,"vocab_word_fruitcake v1_6 es-CO,vocab_word_fruitcake v1_6 de-DE,vocab_word_fruitcake v1_6 en-US",v1_6,,,-2.3602,1,,3/31/2026 7:50am,es-CO,vocab_word_fruitcake v1_6 es-CO,vocab_word_fruitcake v1_6 es-CO,1.000,-2.360,vocab_word_fruitcake-es-CO,1 checked out of 1,
vocab-es-CO-v1 gutter,vocab-es-CO-v1_33,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,gutter,vocab,gutter,test_response,vocab-item-030,vocab-item-030,1,0.25,-0.70460000,,,gutter,vocab_word_gutter,vocab_word_gutter,,,,,"almond,filter,roofwindow",clip,,,test,vocab-item-030,33,vocab__gutter,,,,,,,,,4/28/2026 7:58am,0,"test gutter gutter almond,filter,roofwindow",word,gutter,,,,vocab,,gutter,vocab-es-CO-v1,,"vocab_word_gutter v1_6 es-CO,vocab_word_gutter v1_6 de-DE,vocab_word_gutter v1_6 en-US",v1_6,,,1.5996,1,,4/28/2026 7:58am,es-CO,vocab_word_gutter v1_6 es-CO,vocab_word_gutter v1_6 es-CO,1.000,1.600,vocab_word_gutter-es-CO,1 checked out of 1,
vocab-es-CO-v1 hamster,vocab-es-CO-v1_34,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,hamster,vocab,hamster,test_response,vocab-item-031,vocab-item-031,1,0.25,-4.07980000,,,hamster,vocab_word_hamster,vocab_word_hamster,,,,,"rabbit,tadpole,skirt",clip,,,test,vocab-item-031,34,vocab__hamster,,,,,,,,,3/31/2026 7:50am,0,"test hamster hamster rabbit,tadpole,skirt",word,hamster,,,,vocab,,hamster,vocab-es-CO-v1,,"vocab_word_hamster v1_6 es-CO,vocab_word_hamster v1_6 de-DE,vocab_word_hamster v1_6 en-US",v1_6,,,-1.9562,1,,3/31/2026 7:50am,es-CO,vocab_word_hamster v1_6 es-CO,vocab_word_hamster v1_6 es-CO,1.000,-1.956,vocab_word_hamster-es-CO,1 checked out of 1,
vocab-es-CO-v1 hedgehog,vocab-es-CO-v1_35,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,hedgehog,vocab,hedgehog,test_response,vocab-item-032,vocab-item-032,1,0.25,,,,hedgehog,vocab_word_hedgehog,vocab_word_hedgehog,,,,,"iguana,owl,dumbwaiter",clip,,,test,vocab-item-032,35,vocab__hedgehog,,,,,,,,,3/31/2026 7:50am,0,"test hedgehog hedgehog iguana,owl,dumbwaiter",word,hedgehog,,,,vocab,,hedgehog,vocab-es-CO-v1,,"vocab_word_hedgehog v1_6 es-CO,vocab_word_hedgehog v1_6 de-DE",v1_6,,,-3.4687,1,,3/31/2026 7:50am,es-CO,vocab_word_hedgehog v1_6 es-CO,vocab_word_hedgehog v1_6 es-CO,1.000,-3.469,vocab_word_hedgehog-es-CO,1 checked out of 1,
vocab-es-CO-v1 hoe,vocab-es-CO-v1_36,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,hoe,vocab,hoe,test_response,vocab-item-033,vocab-item-033,1,0.25,-1.63990000,,,hoe,vocab_word_hoe,vocab_word_hoe,,,,,"dustpan,peg,beaker",clip,,,test,vocab-item-033,36,vocab__hoe,,,,,,,,,3/31/2026 7:50am,0,"test hoe hoe dustpan,peg,beaker",word,hoe,,,,vocab,,hoe,vocab-es-CO-v1,,"vocab_word_hoe v1_6 es-CO,vocab_word_hoe v1_6 de-DE,vocab_word_hoe v1_6 en-US",v1_6,,,2.1343,1,,3/31/2026 7:50am,es-CO,vocab_word_hoe v1_6 es-CO,vocab_word_hoe v1_6 es-CO,1.000,2.134,vocab_word_hoe-es-CO,1 checked out of 1,
vocab-es-CO-v1 hopscotch,vocab-es-CO-v1_37,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,hopscotch,vocab,hopscotch,test_response,vocab-item-034,vocab-item-034,1,0.25,-2.72370000,,,hopscotch,vocab_word_hopscotch,vocab_word_hopscotch,,,,,"chalk,funnel,jug",clip,,,test,vocab-item-034,37,vocab__hopscotch,,,,,,,,,3/31/2026 7:50am,0,"test hopscotch hopscotch chalk,funnel,jug",word,hopscotch,,,,vocab,,hopscotch,vocab-es-CO-v1,,"vocab_word_hopscotch v1_6 es-CO,vocab_word_hopscotch v1_6 de-DE,vocab_word_hopscotch v1_6 en-US",v1_6,,,1.2712,1,,3/31/2026 7:50am,es-CO,vocab_word_hopscotch v1_6 es-CO,vocab_word_hopscotch v1_6 es-CO,1.000,1.271,vocab_word_hopscotch-es-CO,1 checked out of 1,
vocab-es-CO-v1 kimono,vocab-es-CO-v1_38,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,kimono,vocab,kimono,test_response,vocab-item-035,vocab-item-035,1,0.25,-0.63060000,,,kimono,vocab_word_kimono,vocab_word_kimono,,,,,"cardigan,turntable,cable",clip,,,test,vocab-item-035,38,vocab__kimono,,,,,,,,,3/31/2026 7:50am,0,"test kimono kimono cardigan,turntable,cable",word,kimono,,,,vocab,,kimono,vocab-es-CO-v1,,"vocab_word_kimono v1_6 es-CO,vocab_word_kimono v1_6 de-DE,vocab_word_kimono v1_6 en-US",v1_6,,,1.0808,1,,3/31/2026 7:50am,es-CO,vocab_word_kimono v1_6 es-CO,vocab_word_kimono v1_6 es-CO,1.000,1.081,vocab_word_kimono-es-CO,1 checked out of 1,
vocab-es-CO-v1 latch,vocab-es-CO-v1_39,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,latch,vocab,latch,test_response,vocab-item-036,vocab-item-036,1,0.25,-1.85560000,,,latch,vocab_word_latch,vocab_word_latch,,,,,"lock,microwave,umbrella",clip,,,test,vocab-item-036,39,vocab__latch,,,,,,,,,3/31/2026 7:50am,0,"test latch latch lock,microwave,umbrella",word,latch,,,,vocab,,latch,vocab-es-CO-v1,,"vocab_word_latch v1_6 es-CO,vocab_word_latch v1_6 de-DE,vocab_word_latch v1_6 en-US",v1_6,,,1.8245,1,,3/31/2026 7:50am,es-CO,vocab_word_latch v1_6 es-CO,vocab_word_latch v1_6 es-CO,1.000,1.825,vocab_word_latch-es-CO,1 checked out of 1,
vocab-es-CO-v1 locker,vocab-es-CO-v1_40,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,locker,vocab,locker,test_response,vocab-item-037,vocab-item-037,1,0.25,-3.96110000,,,locker,vocab_word_locker,vocab_word_locker,,,,,"basket,cabinet,gargoyle",clip,,,test,vocab-item-037,40,vocab__locker,,,,,,,,,3/31/2026 7:50am,0,"test locker locker basket,cabinet,gargoyle",word,locker,,,,vocab,,locker,vocab-es-CO-v1,,"vocab_word_locker v1_6 es-CO,vocab_word_locker v1_6 de-DE,vocab_word_locker v1_6 en-US",v1_6,,,-2.0428,1,,3/31/2026 7:50am,es-CO,vocab_word_locker v1_6 es-CO,vocab_word_locker v1_6 es-CO,1.000,-2.043,vocab_word_locker-es-CO,1 checked out of 1,
vocab-es-CO-v1 lollipop,vocab-es-CO-v1_41,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,lollipop,vocab,lollipop,test_response,vocab-item-038,vocab-item-038,1,0.25,-5.60810000,,,lollipop,vocab_word_lollipop,vocab_word_lollipop,,,,,"candy,doorbell,crumb",clip,,,test,vocab-item-038,41,vocab__lollipop,,,,,,,,,3/31/2026 7:50am,0,"test lollipop lollipop candy,doorbell,crumb",word,lollipop,,,,vocab,,lollipop,vocab-es-CO-v1,,"vocab_word_lollipop v1_6 es-CO,vocab_word_lollipop v1_6 de-DE,vocab_word_lollipop v1_6 en-US",v1_6,,,-3.0438,1,,3/31/2026 7:50am,es-CO,vocab_word_lollipop v1_6 es-CO,vocab_word_lollipop v1_6 es-CO,1.000,-3.044,vocab_word_lollipop-es-CO,1 checked out of 1,
vocab-es-CO-v1 map,vocab-es-CO-v1_42,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,map,vocab,map,test_response,vocab-item-039,vocab-item-039,1,0.25,-3.71110000,,,map,vocab_word_map,vocab_word_map,,,,,"marker,ruby,dishwasher",clip,,,test,vocab-item-039,42,vocab__map,,,,,,,,,3/31/2026 7:50am,0,"test map map marker,ruby,dishwasher",word,map,,,,vocab,,map,vocab-es-CO-v1,,"vocab_word_map v1_6 es-CO,vocab_word_map v1_6 en-US",v1_6,,,-2.1789,1,,3/31/2026 7:50am,es-CO,vocab_word_map v1_6 es-CO,vocab_word_map v1_6 es-CO,1.000,-2.179,vocab_word_map-es-CO,1 checked out of 1,
vocab-es-CO-v1 marshmallow,vocab-es-CO-v1_43,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,marshmallow,vocab,marshmallow,test_response,vocab-item-040,vocab-item-040,1,0.25,,,,marshmallow,vocab_word_marshmallow,vocab_word_marshmallow,,,,,"dryer,snowball,rooster",clip,,,test,vocab-item-040,43,vocab__marshmallow,,,,,,,,,3/31/2026 7:50am,0,"test marshmallow marshmallow dryer,snowball,rooster",word,marshmallow,,,,vocab,,marshmallow,vocab-es-CO-v1,,"vocab_word_marshmallow v1_6 es-CO,vocab_word_marshmallow v1_6 de-DE,vocab_word_marshmallow v1_6 en-US",v1_6,,,-3.2035,1,,3/31/2026 7:50am,es-CO,vocab_word_marshmallow v1_6 es-CO,vocab_word_marshmallow v1_6 es-CO,1.000,-3.204,vocab_word_marshmallow-es-CO,1 checked out of 1,
vocab-es-CO-v1 net,vocab-es-CO-v1_44,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,net,vocab,net,test_response,vocab-item-041,vocab-item-041,1,0.25,,,,net,vocab_word_net,vocab_word_net,,,,,"domino,tee,hydrant",clip,,,test,vocab-item-041,44,vocab__net,,,,,,,,,3/31/2026 7:50am,0,"test net net domino,tee,hydrant",word,net,,,,vocab,,net,vocab-es-CO-v1,,"vocab_word_net v1_6 es-CO,vocab_word_net v1_6 de-DE",v1_6,,,-2.2126,1,,3/31/2026 7:50am,es-CO,vocab_word_net v1_6 es-CO,vocab_word_net v1_6 es-CO,1.000,-2.213,vocab_word_net-es-CO,1 checked out of 1,
vocab-es-CO-v1 oil,vocab-es-CO-v1_45,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,oil,vocab,oil,test_response,vocab-item-042,vocab-item-042,1,0.25,,,,oil,vocab_word_oil,vocab_word_oil,,,,,"gel,grain,bassinet",clip,,,test,vocab-item-042,45,vocab__oil,,,,,,,,,3/31/2026 7:50am,0,"test oil oil gel,grain,bassinet",word,oil,,,,vocab,,oil,vocab-es-CO-v1,,"vocab_word_oil v1_6 es-CO,vocab_word_oil v1_6 de-DE",v1_6,,,-2.2524,1,,3/31/2026 7:50am,es-CO,vocab_word_oil v1_6 es-CO,vocab_word_oil v1_6 es-CO,1.000,-2.252,vocab_word_oil-es-CO,1 checked out of 1,
vocab-es-CO-v1 omelet,vocab-es-CO-v1_46,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,omelet,vocab,omelet,test_response,vocab-item-043,vocab-item-043,1,0.25,-2.49920000,,,omelet,vocab_word_omelet,vocab_word_omelet,,,,,"clay,pancake,trunk",clip,,,test,vocab-item-043,46,vocab__omelet,,,,,,,,,3/31/2026 7:50am,0,"test omelet omelet clay,pancake,trunk",word,omelet,,,,vocab,,omelet,vocab-es-CO-v1,,"vocab_word_omelet v1_6 es-CO,vocab_word_omelet v1_6 de-DE,vocab_word_omelet v1_6 en-US",v1_6,,,1.3648,1,,3/31/2026 7:50am,es-CO,vocab_word_omelet v1_6 es-CO,vocab_word_omelet v1_6 es-CO,1.000,1.365,vocab_word_omelet-es-CO,1 checked out of 1,
vocab-es-CO-v1 pie,vocab-es-CO-v1_47,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,pie,vocab,pie,test_response,vocab-item-044,vocab-item-044,1,0.25,,,,pie,vocab_word_pie,vocab_word_pie,,,,,"flashlight,pizza,sweater",clip,,,test,vocab-item-044,47,vocab__pie,,,,,,,,,3/31/2026 7:50am,0,"test pie pie flashlight,pizza,sweater",word,pie,,,,vocab,,pie,vocab-es-CO-v1,,"vocab_word_pie v1_6 es-CO,vocab_word_pie v1_6 de-DE,vocab_word_pie v1_6 en-US",v1_6,,,-1.7420,1,,3/31/2026 7:50am,es-CO,vocab_word_pie v1_6 es-CO,vocab_word_pie v1_6 es-CO,1.000,-1.742,vocab_word_pie-es-CO,1 checked out of 1,
vocab-es-CO-v1 pistachio,vocab-es-CO-v1_48,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,pistachio,vocab,pistachio,test_response,vocab-item-045,vocab-item-045,1,0.25,-2.11950000,,,pistachio,vocab_word_pistachio,vocab_word_pistachio,,,,,"avocado,taco,bagpipe",clip,,,test,vocab-item-045,48,vocab__pistachio,,,,,,,,,3/31/2026 7:50am,0,"test pistachio pistachio avocado,taco,bagpipe",word,pistachio,,,,vocab,,pistachio,vocab-es-CO-v1,,"vocab_word_pistachio v1_6 es-CO,vocab_word_pistachio v1_6 de-DE,vocab_word_pistachio v1_6 en-US",v1_6,,,0.7387,1,,3/31/2026 7:50am,es-CO,vocab_word_pistachio v1_6 es-CO,vocab_word_pistachio v1_6 es-CO,1.000,0.739,vocab_word_pistachio-es-CO,1 checked out of 1,
vocab-es-CO-v1 pitcher,vocab-es-CO-v1_49,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,pitcher,vocab,pitcher,test_response,vocab-item-046,vocab-item-046,1,0.25,-0.09660000,,,pitcher,vocab_word_pitcher,vocab_word_pitcher,,,,,"batter,tumbleweed,medal",clip,,,test,vocab-item-046,49,vocab__pitcher,,,,,,,,,3/31/2026 7:50am,0,"test pitcher pitcher batter,tumbleweed,medal",word,pitcher,,,,vocab,,pitcher,vocab-es-CO-v1,,"vocab_word_pitcher v1_6 es-CO,vocab_word_pitcher v1_6 de-DE,vocab_word_pitcher v1_6 en-US",v1_6,,,-1.4657,1,,3/31/2026 7:50am,es-CO,vocab_word_pitcher v1_6 es-CO,vocab_word_pitcher v1_6 es-CO,1.000,-1.466,vocab_word_pitcher-es-CO,1 checked out of 1,
vocab-es-CO-v1 potato,vocab-es-CO-v1_50,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,potato,vocab,potato,test_response,vocab-item-047,vocab-item-047,1,0.25,,,,potato,vocab_word_potato,vocab_word_potato,,,,,"glasses,pot,dragonfly",clip,,,test,vocab-item-047,50,vocab__potato,,,,,,,,,3/31/2026 7:50am,0,"test potato potato glasses,pot,dragonfly",word,potato,,,,vocab,,potato,vocab-es-CO-v1,,vocab_word_potato v1_6 es-CO,v1_6,,,-2.3125,1,,3/31/2026 7:50am,es-CO,vocab_word_potato v1_6 es-CO,vocab_word_potato v1_6 es-CO,1.000,-2.313,vocab_word_potato-es-CO,1 checked out of 1,
vocab-es-CO-v1 prism,vocab-es-CO-v1_51,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,prism,vocab,prism,test_response,vocab-item-048,vocab-item-048,1,0.25,-0.91760000,,,prism,vocab_word_prism,vocab_word_prism,,,,,"radar,subway,chinchilla",clip,,,test,vocab-item-048,51,vocab__prism,,,,,,,,,3/31/2026 7:50am,0,"test prism prism radar,subway,chinchilla",word,prism,,,,vocab,,prism,vocab-es-CO-v1,,"vocab_word_prism v1_6 es-CO,vocab_word_prism v1_6 de-DE,vocab_word_prism v1_6 en-US",v1_6,,,0.4909,1,,3/31/2026 7:50am,es-CO,vocab_word_prism v1_6 es-CO,vocab_word_prism v1_6 es-CO,1.000,0.491,vocab_word_prism-es-CO,1 checked out of 1,
vocab-es-CO-v1 puddle,vocab-es-CO-v1_52,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,puddle,vocab,puddle,test_response,vocab-item-049,vocab-item-049,1,0.25,-3.11860000,,,puddle,vocab_word_puddle,vocab_word_puddle,,,,,"baseball,bubble,salami",clip,,,test,vocab-item-049,52,vocab__puddle,,,,,,,,,3/31/2026 7:50am,0,"test puddle puddle baseball,bubble,salami",word,puddle,,,,vocab,,puddle,vocab-es-CO-v1,,"vocab_word_puddle v1_6 es-CO,vocab_word_puddle v1_6 de-DE,vocab_word_puddle v1_6 en-US",v1_6,,,-2.6104,1,,3/31/2026 7:50am,es-CO,vocab_word_puddle v1_6 es-CO,vocab_word_puddle v1_6 es-CO,1.000,-2.610,vocab_word_puddle-es-CO,1 checked out of 1,
vocab-es-CO-v1 pump,vocab-es-CO-v1_53,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,pump,vocab,pump,test_response,vocab-item-050,vocab-item-050,1,0.25,-1.86560000,,,pump,vocab_word_pump,vocab_word_pump,,,,,"coat,plug,scarf",clip,,,test,vocab-item-050,53,vocab__pump,,,,,,,,,3/31/2026 7:50am,0,"test pump pump coat,plug,scarf",word,pump,,,,vocab,,pump,vocab-es-CO-v1,,"vocab_word_pump v1_6 es-CO,vocab_word_pump v1_6 de-DE,vocab_word_pump v1_6 en-US",v1_6,,,-3.1206,1,,3/31/2026 7:50am,es-CO,vocab_word_pump v1_6 es-CO,vocab_word_pump v1_6 es-CO,1.000,-3.121,vocab_word_pump-es-CO,1 checked out of 1,
vocab-es-CO-v1 rice,vocab-es-CO-v1_54,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,rice,vocab,rice,test_response,vocab-item-051,vocab-item-051,1,0.25,,,,rice,vocab_word_rice,vocab_word_rice,,,,,"box,corn,bedpost",clip,,,test,vocab-item-051,54,vocab__rice,,,,,,,,,4/28/2026 8:00am,0,"test rice rice box,corn,bedpost",word,rice,,,,vocab,,rice,vocab-es-CO-v1,,"vocab_word_rice v1_6 es-CO,vocab_word_rice v1_6 de-DE",v1_6,,,-3.2552,1,,4/28/2026 8:00am,es-CO,vocab_word_rice v1_6 es-CO,vocab_word_rice v1_6 es-CO,1.000,-3.255,vocab_word_rice-es-CO,1 checked out of 1,
vocab-es-CO-v1 saddle,vocab-es-CO-v1_55,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,saddle,vocab,saddle,test_response,vocab-item-052,vocab-item-052,1,0.25,-2.48200000,,,saddle,vocab_word_saddle,vocab_word_saddle,,,,,"figurine,dogharness,broccoli",clip,,,test,vocab-item-052,55,vocab__saddle,,,,,,,,,4/28/2026 8:01am,0,"test saddle saddle figurine,dogharness,broccoli",word,saddle,,,,vocab,,saddle,vocab-es-CO-v1,,"vocab_word_saddle v1_6 es-CO,vocab_word_saddle v1_6 de-DE,vocab_word_saddle v1_6 en-US",v1_6,,,-3.3182,1,,4/28/2026 8:01am,es-CO,vocab_word_saddle v1_6 es-CO,vocab_word_saddle v1_6 es-CO,1.000,-3.318,vocab_word_saddle-es-CO,1 checked out of 1,
vocab-es-CO-v1 sandbag,vocab-es-CO-v1_56,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,sandbag,vocab,sandbag,test_response,vocab-item-053,vocab-item-053,1,0.25,-1.91660000,,,sandbag,vocab_word_sandbag,vocab_word_sandbag,,,,,"sandbox,valve,octopus",clip,,,test,vocab-item-053,56,vocab__sandbag,,,,,,,,,4/28/2026 8:03am,0,"test sandbag sandbag sandbox,valve,octopus",word,sandbag,,,,vocab,,sandbag,vocab-es-CO-v1,,"vocab_word_sandbag v1_6 es-CO,vocab_word_sandbag v1_6 de-DE,vocab_word_sandbag v1_6 en-US",v1_6,,,-2.4042,1,,4/28/2026 8:03am,es-CO,vocab_word_sandbag v1_6 es-CO,vocab_word_sandbag v1_6 es-CO,1.000,-2.404,vocab_word_sandbag-es-CO,1 checked out of 1,
vocab-es-CO-v1 scaffolding,vocab-es-CO-v1_57,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,scaffolding,vocab,scaffolding,test_response,vocab-item-054,vocab-item-054,1,0.25,-0.16180000,,,scaffolding,vocab_word_scaffolding,vocab_word_scaffolding,,,,,"satellite,veil,antelope",clip,,,test,vocab-item-054,57,vocab__scaffolding,,,,,,,,,3/31/2026 7:50am,0,"test scaffolding scaffolding satellite,veil,antelope",word,scaffolding,,,,vocab,,scaffolding,vocab-es-CO-v1,,"vocab_word_scaffolding v1_6 es-CO,vocab_word_scaffolding v1_6 de-DE,vocab_word_scaffolding v1_6 en-US",v1_6,,,2.0578,1,,3/31/2026 7:50am,es-CO,vocab_word_scaffolding v1_6 es-CO,vocab_word_scaffolding v1_6 es-CO,1.000,2.058,vocab_word_scaffolding-es-CO,1 checked out of 1,
vocab-es-CO-v1 scoop,vocab-es-CO-v1_58,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,scoop,vocab,scoop,test_response,vocab-item-055,vocab-item-055,1,0.25,-1.07530000,,,scoop,vocab_word_scoop,vocab_word_scoop,,,,,"sauce,statue,cauliflower",clip,,,test,vocab-item-055,58,vocab__scoop,,,,,,,,,3/31/2026 7:50am,0,"test scoop scoop sauce,statue,cauliflower",word,scoop,,,,vocab,,scoop,vocab-es-CO-v1,,"vocab_word_scoop v1_6 es-CO,vocab_word_scoop v1_6 de-DE,vocab_word_scoop v1_6 en-US",v1_6,,,-2.4319,1,,3/31/2026 7:50am,es-CO,vocab_word_scoop v1_6 es-CO,vocab_word_scoop v1_6 es-CO,1.000,-2.432,vocab_word_scoop-es-CO,1 checked out of 1,
vocab-es-CO-v1 seagull,vocab-es-CO-v1_59,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,seagull,vocab,seagull,test_response,vocab-item-056,vocab-item-056,1,0.25,-3.04020000,,,seagull,vocab_word_seagull,vocab_word_seagull,,,,,"lobster,pigeon,perfume",clip,,,test,vocab-item-056,59,vocab__seagull,,,,,,,,,3/31/2026 7:50am,0,"test seagull seagull lobster,pigeon,perfume",word,seagull,,,,vocab,,seagull,vocab-es-CO-v1,,"vocab_word_seagull v1_6 es-CO,vocab_word_seagull v1_6 de-DE,vocab_word_seagull v1_6 en-US",v1_6,,,-2.5194,1,,3/31/2026 7:50am,es-CO,vocab_word_seagull v1_6 es-CO,vocab_word_seagull v1_6 es-CO,1.000,-2.519,vocab_word_seagull-es-CO,1 checked out of 1,
vocab-es-CO-v1 ship,vocab-es-CO-v1_60,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,ship,vocab,ship,test_response,vocab-item-057,vocab-item-057,1,0.25,,,,ship,vocab_word_ship,vocab_word_ship,,,,,"boat,nose,zucchini",clip,,,test,vocab-item-057,60,vocab__ship,,,,,,,,,3/31/2026 7:50am,0,"test ship ship boat,nose,zucchini",word,ship,,,,vocab,,ship,vocab-es-CO-v1,,"vocab_word_ship v1_6 es-CO,vocab_word_ship v1_6 de-DE,vocab_word_ship v1_6 en-US",v1_6,,,0.0179,1,,3/31/2026 7:50am,es-CO,vocab_word_ship v1_6 es-CO,vocab_word_ship v1_6 es-CO,1.000,0.018,vocab_word_ship-es-CO,1 checked out of 1,
vocab-es-CO-v1 shower,vocab-es-CO-v1_61,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,shower,vocab,shower,test_response,vocab-item-058,vocab-item-058,1,0.25,-4.17590000,,,shower,vocab_word_shower,vocab_word_shower,,,,,"soap,toe,cantaloupe",clip,,,test,vocab-item-058,61,vocab__shower,,,,,,,,,3/31/2026 7:50am,0,"test shower shower soap,toe,cantaloupe",word,shower,,,,vocab,,shower,vocab-es-CO-v1,,"vocab_word_shower v1_6 es-CO,vocab_word_shower v1_6 de-DE,vocab_word_shower v1_6 en-US",v1_6,,,-3.2147,1,,3/31/2026 7:50am,es-CO,vocab_word_shower v1_6 es-CO,vocab_word_shower v1_6 es-CO,1.000,-3.215,vocab_word_shower-es-CO,1 checked out of 1,
vocab-es-CO-v1 silverware,vocab-es-CO-v1_62,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,silverware,vocab,silverware,test_response,vocab-item-059,vocab-item-059,1,0.25,-2.31360000,,,silverware,vocab_word_silverware,vocab_word_silverware,,,,,"garlic,trophy,eggnog",clip,,,test,vocab-item-059,62,vocab__silverware,,,,,,,,,3/31/2026 7:50am,0,"test silverware silverware garlic,trophy,eggnog",word,silverware,,,,vocab,,silverware,vocab-es-CO-v1,,"vocab_word_silverware v1_6 es-CO,vocab_word_silverware v1_6 de-DE,vocab_word_silverware v1_6 en-US",v1_6,,,-1.2916,1,,3/31/2026 7:50am,es-CO,vocab_word_silverware v1_6 es-CO,vocab_word_silverware v1_6 es-CO,1.000,-1.292,vocab_word_silverware-es-CO,1 checked out of 1,
