source,block_index,audio_file,item,answer,trial_type,response_alternatives,chance_level,assessment_stage,item_id,d,prompt,orig_item_num,task,corpus_id,task_id,item_uid,randomize,time_limit,difficulty,trial_num,required_selections,image
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_47_M_ss1,tf1_47_T1_ss1_md,Matrix Reasoning,"tf1_47_T2_ss1_md,tf1_47_T4_ss1_md,tf1_47_T3_ss1_md",0.25,test_response,tf1_47_M_ss1,,Choose the best pattern to fill in the blank.,47,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat47,,,0.959,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_78_M_ss2,tf1_78_T1_ss2_md,Matrix Reasoning,"tf1_78_T3_ss2_md,tf1_78_T4_ss2_md,tf1_78_T2_ss2_md",0.25,test_response,tf1_78_M_ss2,,Choose the best pattern to fill in the blank.,78,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat78,,,-1.87,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_48_M_ss2,tf1_48_T1_ss2_md,Matrix Reasoning,"tf1_48_T4_ss2_md,tf1_48_T2_ss2_md,tf1_48_T3_ss2_md",0.25,test_response,tf1_48_M_ss2,,Choose the best pattern to fill in the blank.,48,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat48,,,0.713,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_50_M_ss1,tf1_50_T1_ss1_md,Matrix Reasoning,"tf1_50_T4_ss1_md,tf1_50_T2_ss1_md,tf1_50_T3_ss1_md",0.25,test_response,tf1_50_M_ss1,,Choose the best pattern to fill in the blank.,50,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat50,,,0.713,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_80_M_ss1,tf1_80_T1_ss1_md,Matrix Reasoning,"tf1_80_T3_ss1_md,tf1_80_T2_ss1_md,tf1_80_T4_ss1_md",0.25,test_response,tf1_80_M_ss1,,Choose the best pattern to fill in the blank.,80,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat80,,,1.334,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_52_M_ss3,tf1_52_T1_ss3_md,Matrix Reasoning,"tf1_52_T4_ss3_md,tf1_52_T2_ss3_md,tf1_52_T3_ss3_md",0.25,test_response,tf1_52_M_ss3,,Choose the best pattern to fill in the blank.,52,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat52,,,,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_53_M_ss1,tf1_53_T1_ss1_md,Matrix Reasoning,"tf1_53_T2_ss1_md,tf1_53_T4_ss1_md,tf1_53_T3_ss1_md",0.25,test_response,tf1_53_M_ss1,,Choose the best pattern to fill in the blank.,53,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat53,,,1.692,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_54_M_ss2,tf1_54_T1_ss2_md,Matrix Reasoning,"tf1_54_T4_ss2_md,tf1_54_T2_ss2_md,tf1_54_T3_ss2_md",0.25,test_response,tf1_54_M_ss2,,Choose the best pattern to fill in the blank.,54,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat54,,,1.692,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_55_M_ss3,tf1_55_T1_ss3_md,Matrix Reasoning,"tf1_55_T4_ss3_md,tf1_55_T2_ss3_md,tf1_55_T3_ss3_md",0.25,test_response,tf1_55_M_ss3,,Choose the best pattern to fill in the blank.,55,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat55,,,,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_56_M_ss1,tf1_56_T1_ss1_md,Matrix Reasoning,"tf1_56_T4_ss1_md,tf1_56_T2_ss1_md,tf1_56_T3_ss1_md",0.25,test_response,tf1_56_M_ss1,,Choose the best pattern to fill in the blank.,56,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat56,,,,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_57_M_ss2,tf1_57_T1_ss2_md,Matrix Reasoning,"tf1_57_T2_ss2_md,tf1_57_T4_ss2_md,tf1_57_T3_ss2_md",0.25,test_response,tf1_57_M_ss2,,Choose the best pattern to fill in the blank.,57,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat57,,,0.723,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_59_M_ss1,tf1_59_T1_ss1_md,Matrix Reasoning,"tf1_59_T4_ss1_md,tf1_59_T2_ss1_md,tf1_59_T3_ss1_md",0.25,test_response,tf1_59_M_ss1,,Choose the best pattern to fill in the blank.,59,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat59,,,-0.737,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_60_M_ss2,tf1_60_T1_ss2_md,Matrix Reasoning,"tf1_60_T3_ss2_md,tf1_60_T2_ss2_md,tf1_60_T4_ss2_md",0.25,test_response,tf1_60_M_ss2,,Choose the best pattern to fill in the blank.,60,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat60,,,0.723,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_61_M_ss3,tf1_61_T1_ss3_md,Matrix Reasoning,"tf1_61_T3_ss3_md,tf1_61_T2_ss3_md,tf1_61_T4_ss3_md",0.25,test_response,tf1_61_M_ss3,,Choose the best pattern to fill in the blank.,61,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat61,,,-0.737,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_63_M_ss2,tf1_63_T1_ss2_md,Matrix Reasoning,"tf1_63_T3_ss2_md,tf1_63_T4_ss2_md,tf1_63_T2_ss2_md",0.25,test_response,tf1_63_M_ss2,,Choose the best pattern to fill in the blank.,63,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat63,,,0.723,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_64_M_ss3,tf1_64_T1_ss3_md,Matrix Reasoning,"tf1_64_T3_ss3_md,tf1_64_T4_ss3_md,tf1_64_T2_ss3_md",0.25,test_response,tf1_64_M_ss3,,Choose the best pattern to fill in the blank.,64,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat64,,,0.723,,,
